# Legalization file
0 0      1 16      2295 144
7320   741.40906 845.76874    6 16
7321   293.52356 1507.1656    14 16
7322   491.9568 943.1185    16 16
7323   525.5475 1332.6614    14 16
7324   97.93172 997.70624    2 16
7325   256.95203 363.70923    8 16
7326   612.8549 557.3849    14 16
7327   376.36957 31.192482    12 16
7328   606.06274 826.45264    18 16
7329   680.6586 1462.6726    2 16
7330   228.22855 502.79694    4 16
7331   251.96906 2268.8032    12 16
7332   463.85132 1418.0911    8 16
7333   524.61584 2037.4143    6 16
7334   505.20184 170.8783    6 16
7335   603.72754 556.7859    14 16
7336   804.28577 1045.4978    14 16
7337   871.8477 241.82298    2 16
7338   339.0632 1448.3883    2 16
7339   618.81055 2083.9058    8 16
7340   255.30273 927.53546    2 16
7341   240.8352 1149.8976    12 16
7342   2.2734041 940.186    6 16
7343   635.6433 614.36035    8 16
7344   107.85596 888.5541    14 16
7345   672.9374 977.0371    6 16
7346   293.54895 2075.0264    6 16
7347   739.3981 646.8539    8 16
7348   360.3496 2043.5977    2 16
7349   605.9065 1302.0448    14 16
7350   660.8667 1224.9392    2 16
7351   1643.9265 1254.814    24 16
7352   597.76965 605.08655    4 16
7353   337.0095 1133.7874    12 16
7354   293.7467 1578.3998    14 16
7355   267.21106 214.95557    12 16
7356   398.38773 1680.1746    16 16
7357   629.57336 2101.7505    12 16
7358   1831.1393 1226.0979    4 16
7359   1258.1239 1246.7593    24 16
7360   210.341 983.67285    6 16
7361   768.189 336.33252    14 16
7362   298.09827 365.874    6 16
7363   350.77335 1395.7644    12 16
7364   683.5504 426.19836    8 16
7365   50.075546 208.20026    8 16
7366   1435.6711 269.89502    4 16
7367   413.3639 1316.4365    14 16
7368   377.03693 547.47906    4 16
7369   747.0685 15.631582    6 16
7370   718.16187 1333.7195    8 16
7371   814.62085 283.7503    8 16
7372   369.73563 255.50226    6 16
7373   29.586758 264.03528    22 16
7374   1525.2336 1863.925    63 128
7375   132.87015 518.3961    6 16
7376   207.72403 870.2864    6 16
7377   1647.7703 719.91327    24 16
7378   667.23376 797.70154    14 16
7379   472.70108 1629.5549    6 16
7380   393.88245 1046.9236    8 16
7381   1622.8538 1466.0977    8 16
7382   301.51407 1478.291    2 16
7383   83.4193 287.1897    2 16
7384   592.1316 197.53714    14 16
7385   365.2834 736.83734    6 16
7386   198.72684 16.679567    16 16
7387   145.39984 788.60925    8 16
7388   668.4407 1177.6522    6 16
7389   408.34238 482.5424    14 16
7390   341.65698 2000.4707    14 16
7391   275.242 997.62    2 16
7392   748.48785 2134.2314    6 16
7393   770.074 198.97299    8 16
7394   602.2501 595.4071    14 16
7395   32.753876 1169.2292    16 16
7396   845.16516 647.66797    4 16
7397   155.08344 179.9277    28 16
7398   1241.232 1248.9508    14 16
7399   704.13995 1519.7933    2 16
7400   582.53894 2086.8782    6 16
7401   586.38403 1087.446    26 16
7402   447.5678 762.0259    4 16
7403   805.7466 1097.3069    12 16
7404   689.9785 1412.1226    6 16
7405   407.6009 719.6848    8 16
7406   175.75632 978.2346    28 16
7407   1676.0313 223.57303    24 16
7408   1413.2129 418.28186    4 16
7409   859.1429 2021.103    8 16
7410   830.4548 830.06946    8 16
7411   225.8038 2227.3423    8 16
7412   1423.2979 503.4993    42 16
7413   537.5479 1130.1512    2 16
7414   208.9234 676.63696    6 16
7415   345.51825 1577.7151    14 16
7416   253.45863 369.45868    2 16
7417   277.8894 562.5405    8 16
7418   291.55566 813.10944    2 16
7419   745.22766 1405.0563    6 16
7420   415.40076 113.01885    14 16
7421   696.12933 201.0414    6 16
7422   752.99915 14.946339    6 16
7423   855.14014 1413.1565    6 16
7424   190.0848 11.743654    8 16
7425   538.4733 806.36316    28 16
7426   319.73148 1443.5878    14 16
7427   318.7315 1474.8716    16 16
7428   625.75793 604.50696    4 16
7429   45.41954 615.1449    4 16
7430   377.51685 130.2976    14 16
7431   343.27643 914.4306    6 16
7432   529.77625 -1.4712892    12 16
7433   721.58435 2282.269    14 16
7434   338.5774 145.66838    4 16
7435   354.5957 211.73358    4 16
7436   589.1749 534.69104    6 16
7437   699.8721 844.8013    14 16
7438   460.35333 68.46788    6 16
7439   2.3872533 449.57285    8 16
7440   1033.5945 865.7991    12 16
7441   657.1065 77.862854    6 16
7442   719.4988 1552.1328    2 16
7443   842.02704 1028.0479    26 16
7444   209.87225 607.35236    6 16
7445   741.25366 788.7942    14 16
7446   528.17664 599.0604    8 16
7447   804.8689 806.6454    8 16
7448   348.17853 1307.1234    12 16
7449   326.8913 297.30722    2 16
7450   364.29633 514.47046    2 16
7451   829.6597 672.214    4 16
7452   207.14482 1474.388    4 16
7453   843.08887 2037.1958    12 16
7454   808.5826 1439.2852    8 16
7455   804.366 534.35095    6 16
7456   1409.587 781.68976    28 16
7457   316.35132 240.30286    4 16
7458   55.710663 758.5823    8 16
7459   33.468155 88.055084    4 16
7460   415.2912 2254.7815    16 16
7461   23.775347 3.549942    2 16
7462   557.69385 1315.728    14 16
7463   846.13367 112.5152    10 16
7464   858.5112 2037.1958    8 16
7465   756.67065 358.25238    2 16
7466   861.81134 559.8398    2 16
7467   513.3816 82.032326    14 16
7468   245.42697 1590.583    2 16
7469   798.7102 175.88995    4 16
7470   536.8014 2045.1992    14 16
7471   180.0893 2054.7383    8 16
7472   757.49084 1166.9551    14 16
7473   235.7641 597.39417    6 16
7474   258.48776 492.62756    8 16
7475   330.721 798.9767    14 16
7476   145.2398 924.34973    8 16
7477   753.18286 -0.3512206    14 16
7478   483.4725 386.60394    6 16
7479   29.527248 62.502983    4 16
7480   788.4315 278.6179    6 16
7481   524.98035 2097.3232    10 16
7482   89.55376 652.584    4 16
7483   1520.2346 2065.776    12 16
7484   736.6449 1447.6573    6 16
7485   556.0641 549.6332    8 16
7486   838.8545 666.7369    8 16
7487   460.1524 353.35443    14 16
7488   70.88667 1155.7843    2 16
7489   490.74426 1579.6846    6 16
7490   291.90228 1682.1669    14 16
7491   734.6555 914.3829    2 16
7492   840.3233 196.09494    6 16
7493   440.67773 1181.9166    14 16
7494   1803.7784 639.4912    24 16
7495   219.32483 39.432228    16 16
7496   218.88782 728.9478    8 16
7497   355.15222 767.9208    14 16
7498   21.571037 860.3827    20 16
7499   1438.2051 1682.2871    42 16
7500   245.1061 908.6377    8 16
7501   562.3859 972.10046    4 16
7502   255.48724 263.9579    8 16
7503   54.959305 778.0619    8 16
7504   525.131 631.93134    12 16
7505   595.56226 688.95264    8 16
7506   631.1789 1570.7268    2 16
7507   88.27637 1287.8513    12 16
7508   126.51535 770.8744    6 16
7509   355.15588 2174.608    14 16
7510   585.65955 150.47845    14 16
7511   323.70844 723.98364    4 16
7512   147.9177 384.35504    12 16
7513   1245.4509 1180.22    18 16
7514   192.53036 542.7551    4 16
7515   149.08714 368.4657    12 16
7516   785.73413 488.61243    6 16
7517   628.1789 1579.9517    8 16
7518   541.33453 655.87683    10 16
7519   28.841991 625.2064    10 16
7520   53.899734 31.14867    12 16
7521   871.4447 767.14343    4 16
7522   838.6603 606.73096    8 16
7523   266.41693 761.99963    12 16
7524   882.57874 754.9614    8 16
7525   791.45264 1136.6897    14 16
7526   1519.1245 183.54497    63 128
7527   165.89545 533.1437    4 16
7528   407.97992 2000.6594    16 16
7529   842.9189 2124.6636    8 16
7530   588.46265 15.443573    8 16
7531   1148.408 1221.8542    18 16
7532   297.0556 858.6018    6 16
7533   377.4018 1488.8762    6 16
7534   581.1674 2118.3208    14 16
7535   812.81665 685.18066    4 16
7536   863.3235 1543.8293    14 16
7537   543.80005 1296.3561    14 16
7538   851.1831 481.76495    14 16
7539   627.75165 646.8578    8 16
7540   700.397 1276.7119    10 16
7541   261.99878 236.92499    4 16
7542   797.6329 747.4822    14 16
7543   52.766308 1360.3873    12 16
7544   392.59564 311.6447    8 16
7545   244.02747 785.9022    8 16
7546   349.77692 81.57662    14 16
7547   358.8932 1217.9661    16 16
7548   440.75024 -2.8883166    12 16
7549   161.18561 602.7602    2 16
7550   607.00134 655.38367    8 16
7551   198.5653 1014.33435    6 16
7552   545.7018 465.76385    14 16
7553   257.96207 1514.6799    2 16
7554   821.14954 1679.561    14 16
7555   742.83765 2220.1458    2 16
7556   300.23077 2022.7876    12 16
7557   1091.5398 624.77936    6 16
7558   307.35254 1489.825    6 16
7559   740.3413 79.966    6 16
7560   1101.919 600.20807    18 16
7561   485.30167 1505.6382    8 16
7562   246.24637 1542.8274    2 16
7563   62.457283 980.9578    14 16
7564   457.46973 117.35367    12 16
7565   1492.867 1220.2878    24 16
7566   834.7832 962.7401    2 16
7567   319.78726 1680.9397    14 16
7568   50.60952 227.34558    8 16
7569   271.58978 610.2128    14 16
7570   193.26318 670.0302    14 16
7571   495.09296 2047.073    6 16
7572   153.77597 1294.0105    20 16
7573   33.208717 1256.4745    16 16
7574   565.8978 1086.3529    2 16
7575   882.9448 119.41113    2 16
7576   600.8342 1094.0896    26 16
7577   560.2149 41.764313    4 16
7578   1576.0018 1736.111    24 16
7579   650.2466 2078.35    6 16
7580   290.77924 228.44687    4 16
7581   361.83948 1076.201    12 16
7582   726.1818 1161.0526    14 16
7583   1133.5494 1475.0035    42 16
7584   591.99646 463.63962    12 16
7585   727.30884 732.3451    14 16
7586   597.66455 516.48175    8 16
7587   649.2618 1044.9343    2 16
7588   552.1383 829.89233    8 16
7589   525.4142 2048.5354    8 16
7590   111.53022 714.66254    14 16
7591   480.37354 480.6114    6 16
7592   385.33264 983.0956    2 16
7593   111.44255 1238.4951    14 16
7594   755.47034 2226.3215    14 16
7595   663.82074 2158.2468    16 16
7596   203.83331 248.32935    8 16
7597   722.4742 77.94091    8 16
7598   463.898 1503.3337    8 16
7599   105.38393 1041.749    10 16
7600   37.111687 226.42891    8 16
7601   509.02786 312.99792    4 16
7602   135.98619 1653.3455    2 16
7603   226.35577 1651.8453    2 16
7604   821.1341 1094.6708    14 16
7605   848.9539 1632.1868    16 16
7606   471.47598 2008.6843    2 16
7607   497.72876 2019.7185    6 16
7608   351.29736 859.8733    14 16
7609   805.48566 593.4322    14 16
7610   683.00366 1267.2527    8 16
7611   1081.3 1749.6733    42 16
7612   797.3673 2035.97    14 16
7613   54.409504 549.8358    8 16
7614   814.31165 2116.2808    8 16
7615   67.276146 1138.5419    6 16
7616   1202.1558 1319.8943    18 16
7617   297.60596 28.311752    18 16
7618   177.46259 1563.4312    14 16
7619   883.51587 142.53256    6 16
7620   472.44086 666.6548    6 16
7621   235.1859 273.83472    4 16
7622   358.45117 2247.3586    12 16
7623   650.5538 214.86417    14 16
7624   565.8978 1077.4856    2 16
7625   88.61888 1413.1346    12 16
7626   813.1072 765.1857    4 16
7627   1531.4971 1424.6592    63 128
7628   649.2618 1052.968    2 16
7629   338.73645 962.5362    6 16
7630   168.56082 839.0409    12 16
7631   56.550747 1383.3384    12 16
7632   1484.0586 1618.501    16 16
7633   262.92905 2051.5073    6 16
7634   1610.8784 1160.5319    4 16
7635   679.7401 1215.6091    16 16
7636   726.6286 1243.2778    6 16
7637   804.3552 1541.7769    14 16
7638   82.64569 190.8093    8 16
7639   406.68704 616.05725    2 16
7640   623.7866 2062.3115    14 16
7641   687.9888 685.09985    8 16
7642   1628.2683 797.72437    16 16
7643   241.00342 799.55237    14 16
7644   644.39545 2016.8359    10 16
7645   728.5945 823.81055    14 16
7646   387.0774 1577.5775    8 16
7647   548.9335 1316.2985    8 16
7648   315.951 172.53894    6 16
7649   135.98619 1642.048    2 16
7650   865.88995 2004.7788    8 16
7651   135.90216 1613.8933    14 16
7652   567.70654 824.7753    6 16
7653   406.5949 205.07349    4 16
7654   473.27197 746.1797    8 16
7655   1446.8949 150.58786    24 16
7656   430.28705 687.0397    6 16
7657   188.791 1251.7297    12 16
7658   1498.0693 1161.8534    24 16
7659   317.8327 554.1407    16 16
7660   727.09705 1559.2285    4 16
7661   714.5967 1312.3507    8 16
7662   1524.8527 2036.2385    12 16
7663   53.649418 624.0966    8 16
7664   648.71185 730.79034    4 16
7665   1419.9546 2028.7415    63 128
7666   170.27875 944.7899    4 16
7667   1668.9248 990.41956    42 16
7668   68.072235 1093.9596    6 16
7669   65.82449 241.12834    8 16
7670   470.08383 1179.8152    14 16
7671   752.5403 647.0255    6 16
7672   39.439713 975.6895    2 16
7673   362.0498 702.3904    14 16
7674   812.64813 324.10132    6 16
7675   379.8069 237.25824    8 16
7676   780.9907 284.7616    6 16
7677   407.35776 2061.258    20 16
7678   753.97815 428.51538    14 16
7679   159.74982 1079.864    6 16
7680   627.42017 937.62134    26 16
7681   772.189 358.25238    6 16
7682   478.1519 245.44194    4 16
7683   850.4528 2193.9834    14 16
7684   777.31683 1645.6294    4 16
7685   815.7942 185.36371    6 16
7686   633.09204 499.01566    6 16
7687   416.20905 723.8198    14 16
7688   161.75485 2074.85    4 16
7689   107.78436 153.61551    28 16
7690   732.8988 349.51837    12 16
7691   600.2638 2027.5322    6 16
7692   226.32552 1200.7012    12 16
7693   157.60641 808.33185    8 16
7694   428.5053 114.63334    8 16
7695   403.4268 2138.543    6 16
7696   15.433294 118.61938    8 16
7697   264.0379 781.2958    8 16
7698   202.1178 1509.4763    2 16
7699   574.2678 128.7746    18 16
7700   622.46234 1164.1646    14 16
7701   1079.1967 1897.0399    4 16
7702   502.802 2057.219    14 16
7703   191.91747 1204.6149    8 16
7704   824.8762 64.03473    14 16
7705   442.11218 1400.7727    14 16
7706   338.66986 1024.0251    14 16
7707   406.74554 389.9048    4 16
7708   343.566 2099.9434    14 16
7709   460.37024 754.2362    6 16
7710   1518.2346 2086.2944    16 16
7711   260.74 129.93475    6 16
7712   300.86072 263.3847    6 16
7713   789.1654 741.0941    2 16
7714   434.9416 583.791    14 16
7715   443.13977 1518.9755    12 16
7716   402.68176 1273.4392    8 16
7717   509.44702 1576.5468    8 16
7718   652.0945 2105.7124    4 16
7719   638.34204 10.101797    6 16
7720   653.4778 693.6045    14 16
7721   30.317852 1013.1148    8 16
7722   501.51028 370.659    2 16
7723   1187.1387 2022.6594    4 16
7724   509.3219 2231.4268    14 16
7725   132.44566 421.33832    12 16
7726   501.98096 1471.2086    14 16
7727   79.59285 1043.8169    10 16
7728   846.5654 1474.8607    2 16
7729   235.26315 635.48303    8 16
7730   150.26666 1553.0027    2 16
7731   672.17566 411.16193    10 16
7732   470.4309 1390.7697    12 16
7733   671.6172 828.25354    14 16
7734   342.95444 1290.4003    20 16
7735   602.22046 1995.7565    6 16
7736   82.44684 1179.8818    2 16
7737   15.33828 587.354    8 16
7738   738.0353 803.2943    14 16
7739   528.9133 266.9071    8 16
7740   366.5813 549.6493    4 16
7741   300.97742 723.8843    14 16
7742   81.85922 453.33032    6 16
7743   16.13996 46.816395    8 16
7744   402.02295 1217.9661    12 16
7745   92.16652 711.20355    2 16
7746   279.86072 1411.1608    12 16
7747   1613.9258 1509.9938    42 16
7748   216.45193 2055.0774    2 16
7749   1625.9119 1282.7684    42 16
7750   545.6801 623.3782    14 16
7751   161.12173 66.34338    28 16
7752   884.1856 315.15308    6 16
7753   637.8308 2135.0012    2 16
7754   281.59357 747.598    10 16
7755   348.10416 2084.6975    6 16
7756   107.51892 1138.0293    6 16
7757   390.75336 1616.4075    6 16
7758   230.02086 246.72285    4 16
7759   848.524 2155.3057    14 16
7760   512.4651 676.33844    6 16
7761   218.71033 2250.2617    6 16
7762   227.13449 1412.3254    8 16
7763   821.8474 684.7273    10 16
7764   1097.2115 573.83057    24 16
7765   206.12292 883.0702    14 16
7766   458.8806 2285.2014    6 16
7767   879.4777 478.09042    6 16
7768   -0.057166815 907.89453    4 16
7769   695.62836 2080.3027    8 16
7770   182.43408 2048.0908    2 16
7771   536.7722 2197.1404    14 16
7772   162.61707 322.8707    4 16
7773   681.0328 1228.2244    2 16
7774   124.50028 809.0657    4 16
7775   53.583046 404.2633    8 16
7776   164.95831 389.91595    12 16
7777   606.6637 99.00571    8 16
7778   704.27405 451.7807    2 16
7779   60.412384 72.28607    28 16
7780   140.6872 1152.475    12 16
7781   297.77805 469.9701    8 16
7782   131.96088 889.0272    8 16
7783   283.20905 2245.6938    14 16
7784   656.1826 2001.4419    8 16
7785   470.92828 2071.0742    2 16
7786   105.966896 508.66455    4 16
7787   425.386 2237.823    6 16
7788   97.69988 124.38649    8 16
7789   828.72375 35.543663    6 16
7790   2.2734041 949.28827    6 16
7791   452.0542 666.44995    2 16
7792   1377.4274 466.97357    42 16
7793   274.63147 2194.4546    8 16
7794   588.14636 1234.3076    14 16
7795   667.49585 731.7532    14 16
7796   230.27715 1478.1372    14 16
7797   457.78143 199.6916    2 16
7798   709.48535 1019.34937    30 16
7799   335.6145 1513.1306    4 16
7800   1694.2031 551.57074    14 16
7801   1331.864 1885.7925    16 16
7802   104.11813 1346.8684    2 16
7803   377.1408 2156.063    6 16
7804   377.90448 962.094    6 16
7805   1358.7018 276.74365    24 16
7806   499.6555 678.04395    8 16
7807   617.7323 1369.152    8 16
7808   2.7971325 202.57571    8 16
7809   205.84781 482.68356    4 16
7810   556.1969 1232.979    8 16
7811   698.78406 1406.0085    2 16
7812   649.8992 1263.7222    8 16
7813   385.55652 2193.687    14 16
7814   271.8023 2020.171    12 16
7815   620.6244 1302.0701    14 16
7816   696.6117 1301.093    12 16
7817   865.3391 616.79004    10 16
