# Legalization file
2360 148   0.0 0.0     1.0 16.0
17363   72.41761 1311.8386    2 16
17364   1391.7054 1590.054    14 16
17365   97.74543 1448.4309    8 16
17366   315.88315 2094.2314    14 16
17367   1202.0676 971.08044    14 16
17368   1622.9777 2298.268    6 16
17369   288.4841 1104.8696    12 16
17370   105.47501 644.34766    6 16
17371   1647.7577 529.46484    8 16
17372   1070.8438 1196.4973    8 16
17373   1572.5634 1734.3145    8 16
17374   1643.8389 1495.6844    14 16
17375   1040.7034 1139.0187    14 16
17376   1227.2415 441.11127    14 16
17377   1850.8992 1412.723    8 16
17378   1835.4932 1290.6941    8 16
17379   581.80865 1954.6941    10 16
17380   1637.403 1294.0405    8 16
17381   1063.235 1874.6399    14 16
17382   564.1715 676.0355    6 16
17383   415.88647 1057.31    6 16
17384   23.523336 1919.8694    12 16
17385   784.2927 255.73077    12 16
17386   1063.0961 775.908    14 16
17387   215.23343 2018    8 16
17388   1763.6692 582.1124    18 16
17389   331.2017 1928.4677    12 16
17390   1450.8577 513.0023    8 16
17391   1707.2954 2288.7375    8 16
17392   438.76968 515.33984    14 16
17393   1159.7019 1876.1238    8 16
17394   1361.9468 725.0134    8 16
17395   1298.9685 1030.946    8 16
17396   643.41296 863.9691    14 16
17397   530.714 1334.4519    14 16
17398   646.6794 1644.0457    8 16
17399   239.1246 -0.39646196    8 16
17400   219.63313 569.4506    8 16
17401   1486.8945 1573.3274    14 16
17402   1413.2766 1316.2551    6 16
17403   950.4732 241.08313    8 16
17404   616.7622 57.43254    2 16
17405   1809.6055 1317.2031    14 16
17406   622.5668 842.4347    6 16
17407   1708.1675 757.8188    14 16
17408   1324.7715 1186.9067    6 16
17409   1618.7662 1102.6904    8 16
17410   1841.0798 2145.3652    6 16
17411   331.15216 1045.2727    8 16
17412   1517.2666 1974.4983    14 16
17413   1426.5801 896.4241    6 16
17414   929.41003 2142.9097    18 16
17415   510.4386 2094.9707    14 16
17416   163.11542 215.80684    14 16
17417   500.8877 866.8849    14 16
17418   693.7317 1874.9128    8 16
17419   949.76636 1240.71    14 16
17420   1751.2695 172.32925    14 16
17421   158.08304 1606.116    8 16
17422   1041.0264 1338.5159    14 16
17423   1648.8884 1777.283    14 16
17424   68.86019 2022.7856    8 16
17425   1484.8031 442.49042    14 16
17426   669.63776 2042.7578    18 16
17427   1597.3452 937.3853    6 16
17428   1392.887 1687.3196    14 16
17429   733.531 1279.1749    8 16
17430   1562.99 90.32643    8 16
17431   386.41803 2128.6213    8 16
17432   1081.2836 1471.56    14 16
17433   863.80115 1048.3235    14 16
17434   993.36 2284.5508    18 16
17435   1077.904 459.9634    14 16
17436   513.57214 416.68118    14 16
17437   960.04486 707.7997    14 16
17438   935.79236 1389.6504    12 16
17439   15.570425 139.38843    8 16
17440   809.2213 354.0577    8 16
17441   1578.0247 2162.0786    2 16
17442   600.2948 806.91315    2 16
17443   102.59906 2126.1794    14 16
17444   1872.9186 788.50916    18 16
17445   961.18567 567.5199    8 16
17446   351.42554 1277.2657    8 16
17447   1597.1675 635.1885    6 16
17448   1798.3809 1329.4204    8 16
17449   740.44183 387.67963    8 16
17450   1331.5206 1542.436    2 16
17451   363.19373 894.21136    6 16
17452   536.66846 204.89818    8 16
17453   1346.3381 1513.5208    8 16
17454   1198.0588 1262.9684    2 16
17455   1397.1104 1375.1132    4 16
17456   993.1117 925.3494    8 16
17457   1792.9115 145.62247    14 16
17458   745.0847 152.78146    6 16
17459   396.27338 1848.9724    8 16
17460   1635.7599 809.37006    6 16
17461   1463.5541 2199.4434    14 16
17462   362.47058 1407.2781    6 16
17463   1650.2998 1205.0967    8 16
17464   826.36957 1874.9246    6 16
17465   615.0585 1678.0098    6 16
17466   37.303123 2042.3921    14 16
17467   1579.0061 574.75    6 16
17468   1244.9856 654.4294    14 16
17469   958.89984 690.8477    8 16
17470   509.3053 1322.6809    14 16
17471   1753.8872 493.66156    14 16
17472   626.2665 221.16483    14 16
17473   972.91003 495.0265    14 16
17474   374.847 1213.6013    2 16
17475   1382.6002 958.3898    6 16
17476   407.61026 241.4877    6 16
17477   1194.5146 707.6543    8 16
17478   1113.8843 1296.3109    14 16
17479   258.3402 130.662    12 16
17480   1709.8368 1349.8647    14 16
17481   26.385473 736.0215    8 16
17482   1782.445 1957.2676    8 16
17483   1640.3114 1612.7666    14 16
17484   1392.926 204.77983    2 16
17485   914.8567 989.8501    18 16
17486   438.4807 417.0648    14 16
17487   1872.4596 1262.8264    8 16
17488   1557.7267 195.2097    8 16
17489   667.60126 1541.0123    4 16
17490   213.61075 1668.5747    12 16
17491   1665.339 524.33685    14 16
17492   1358.3291 2171.8281    20 16
17493   687.42334 -0.6500883    14 16
17494   833.69867 2023.9763    6 16
17495   364.07745 589.0427    6 16
17496   227.55588 258.86566    6 16
17497   960.87085 327.19238    8 16
17498   1692.9834 924.3401    6 16
17499   1577.4215 2308.419    8 16
17500   570.7903 1044.3245    8 16
17501   642.3817 328.54712    6 16
17502   692.2621 1839.4917    10 16
17503   1710.1533 1798.9313    14 16
17504   61.239166 806.07166    12 16
17505   1193.9592 172.46434    8 16
17506   1568.5306 2031.94    8 16
17507   535.8673 902.64856    14 16
17508   1130.1519 581.4601    8 16
17509   962.6476 914.6664    8 16
17510   965.30334 191.63712    8 16
17511   1875.9429 1215.2056    14 16
17512   560.62335 1245.8639    8 16
17513   1448.5261 684.7586    18 16
17514   2.069828 1614.8098    14 16
17515   809.75354 1919.8792    10 16
17516   558.29224 688.4181    6 16
17517   735.572 1248.7072    14 16
17518   1033.8187 2120.1543    8 16
17519   1553.7748 1232.8103    8 16
17520   1074.6077 1856.8679    8 16
17521   1002.1736 1759.5718    14 16
17522   1166.2966 1930.906    8 16
17523   499.73975 1837.5547    14 16
17524   1011.8312 1241.2568    8 16
17525   1280.8635 140.27327    14 16
17526   928.9802 1472.0115    18 16
17527   809.2644 51.70633    8 16
17528   1213.5823 1339.2878    8 16
17529   1724.9934 1283.7852    8 16
17530   1289.9702 1269.7053    14 16
17531   1637.4363 465.5208    8 16
17532   1075.3394 365.84094    14 16
17533   1211.3334 645.51465    14 16
17534   193.5755 146.03667    12 16
17535   748.8308 695.6541    14 16
17536   678.67377 62.71978    8 16
17537   303.73938 1830.5544    14 16
17538   684.85376 1430.2954    18 16
17539   1044.2854 61.851784    8 16
17540   861.55835 2008.623    6 16
17541   475.86554 2273.2146    12 16
17542   111.83867 2110.9346    8 16
17543   1487.3704 1014.8442    14 16
17544   1165.0745 2213.8708    14 16
17545   730.0085 1105.9851    2 16
17546   530.24194 106.36231    14 16
17547   1165.2458 1917.6107    14 16
17548   792.48413 1186.0298    14 16
17549   185.18695 2012.8242    8 16
17550   354.97913 353.9251    14 16
17551   1681.8656 1968.1311    8 16
17552   896.02625 707.91174    14 16
17553   1024.5186 110.10822    8 16
17554   1617.7158 2198.685    14 16
17555   946.00397 864.6495    8 16
17556   1496.7202 1948.5728    14 16
17557   1345.5817 1614.12    14 16
17558   1041.4021 2351.606    18 16
17559   543.51373 1542.3528    6 16
17560   822.1782 1824.2505    4 16
17561   1636.2949 884.8047    14 16
17562   692.2621 1815.5928    10 16
17563   1151.5078 2249.7473    8 16
17564   515.9238 130.95981    14 16
17565   545.376 1588.7942    6 16
17566   552.87244 922.57117    14 16
17567   1259.8645 1079.1062    8 16
17568   925.6099 832.524    8 16
17569   1245.9868 312.66705    8 16
17570   371.52917 1309.5225    6 16
17571   395.41943 1245.1292    10 16
17572   1819.4314 1190.0585    8 16
17573   1452.0245 1695.2778    8 16
17574   784.66364 1052.4738    6 16
17575   537.2646 1696.6628    12 16
17576   522.1385 672.5431    12 16
17577   558.1819 1663.2449    8 16
17578   228.54529 874.9932    12 16
17579   1809.9836 1840.9438    8 16
17580   1338.385 831.59937    2 16
17581   5.069828 1624.5123    8 16
17582   239.78531 2209.688    12 16
17583   1411.4763 618.2749    8 16
17584   932.2689 1227.4717    14 16
17585   224.73685 1703.3516    6 16
17586   212.52985 1262.5103    10 16
17587   525.29114 1124.4452    6 16
17588   1285.8015 1973.7883    18 16
17589   350.8333 1120.133    8 16
17590   689.6298 801.1826    12 16
17591   395.9953 817.376    14 16
17592   142.40775 2193.4348    8 16
17593   159.17342 848.38696    14 16
17594   1367.9462 1239.8824    8 16
17595   1555.1167 718.565    14 16
17596   1370.4705 873.3091    8 16
17597   766.7438 963.6591    4 16
17598   258.39117 552.27527    14 16
17599   234.33542 1831.4731    6 16
17600   679.22095 1500.906    6 16
17601   322.00842 1142.0352    6 16
17602   795.5375 1159.7252    6 16
17603   1426.5801 902.2399    6 16
17604   102.08287 1695.5854    8 16
17605   1419.2375 1759.4613    18 16
17606   848.4955 292.78036    8 16
17607   1248.4073 1417.271    6 16
17608   200.52502 1425.1057    8 16
17609   1306.2961 1592.0356    8 16
17610   150.6323 988.63477    6 16
17611   826.59033 2096.2793    14 16
17612   292.70026 164.98788    6 16
17613   1463.0542 470.54645    2 16
17614   1822.5227 844.87244    6 16
17615   314.6099 200.7237    8 16
17616   1227.5867 232.48293    2 16
17617   583.8689 32.965015    8 16
17618   1614.9299 2337.565    6 16
17619   1058.3489 10.359325    8 16
17620   629.0482 2008.6357    18 16
17621   1420.8346 1658.2805    14 16
17622   1212.4365 1513.5334    14 16
17623   1350.978 2107.815    8 16
17624   784.16174 1255.1924    14 16
17625   886.7604 2182.6653    8 16
17626   1845.2148 487.00793    8 16
17627   1503.0925 661.126    6 16
17628   1851.7727 376.09412    8 16
17629   332.22375 778.4466    12 16
17630   649.0676 1051.7964    10 16
17631   1726.4973 828.28015    14 16
17632   1490.3372 938.5302    6 16
17633   656.1729 1937.8923    14 16
17634   425.50204 700.5062    14 16
17635   1254.237 2189.4714    14 16
17636   877.93933 1618.9381    12 16
17637   1573.5542 1190.1733    8 16
17638   1218.6704 1579.4746    8 16
17639   541.83154 758.67664    8 16
17640   1176.7837 644.02893    14 16
17641   55.00691 195.89822    12 16
17642   1033.4098 2178.0684    8 16
17643   1181.3507 950.7471    14 16
17644   1296.861 77.53238    8 16
17645   88.83508 2144.7568    14 16
17646   38.30734 726.67487    8 16
17647   1333.5941 1062.9214    8 16
17648   1723.103 1250.6461    8 16
17649   662.82007 821.1698    8 16
17650   1270.7964 2047.626    18 16
17651   1771.0375 2282.4146    8 16
17652   1583.771 1684.6499    14 16
17653   1412.4058 531.86115    6 16
17654   851.87476 135.91164    8 16
17655   989.69275 1720.5106    14 16
17656   261.65533 275.52472    12 16
17657   190.69373 1695.5854    14 16
17658   1468.6677 567.18506    10 16
17659   1246.8062 552.70056    8 16
17660   467.82513 2127.2717    8 16
17661   1837.2686 235.25783    8 16
17662   1022.98694 1892.7108    6 16
17663   153.78778 369.06186    12 16
17664   737.0095 51.030647    8 16
17665   1721.9312 812.0126    18 16
17666   1532.2697 194.22565    14 16
17667   387.98242 1024.5111    8 16
17668   465.26074 1106.0515    6 16
17669   1548.235 1973.0348    14 16
17670   1404.3419 1833.5757    18 16
17671   902.68176 2320.7236    12 16
17672   841.26135 1499.9055    14 16
17673   1210.6824 906.75085    8 16
17674   371.89844 1652.7708    8 16
17675   877.18536 890.8119    14 16
17676   552.0315 1975.8827    14 16
17677   439.2845 2078.3606    18 16
17678   991.61145 1451.5481    14 16
17679   1000.278 228.65067    8 16
17680   1308.3328 1298.2502    6 16
17681   1470.2097 488.5038    14 16
17682   1816.9093 606.84106    8 16
17683   938.0211 1680.562    8 16
17684   1371.8506 933.58826    8 16
17685   239.93463 1261.6311    6 16
17686   703.99146 2290.5405    6 16
17687   1216.8098 503.50342    2 16
17688   929.56604 1992.6287    18 16
17689   1824.0554 1033.9495    8 16
17690   240.82965 695.1266    12 16
17691   1095.252 2082.3906    8 16
17692   452.5172 413.74014    14 16
17693   1684.6726 1313.782    8 16
17694   1662.7012 1387.8491    8 16
17695   94.87689 1376.2336    8 16
17696   1112.707 477.34247    14 16
17697   488.01398 1776.1788    6 16
17698   108.28069 387.27216    14 16
17699   118.598724 1860.7899    8 16
17700   1837.9368 1863.7822    4 16
17701   863.68097 690.2365    14 16
17702   945.5818 1664.4463    8 16
17703   1595.4856 476.05145    8 16
17704   1705.0684 143.4459    14 16
17705   202.83218 967.25525    8 16
17706   600.8262 785.87054    2 16
17707   1709.7068 1778.8331    14 16
17708   1565.7157 541.38727    6 16
17709   1732.0896 193.743    14 16
17710   373.79474 1391.7876    6 16
17711   526.8217 588.673    8 16
17712   178.81775 568.2921    6 16
17713   1469.0786 663.25684    10 16
17714   292.68875 1512.1091    18 16
17715   1438.4072 2318.4478    14 16
17716   1143.4509 1216.5718    8 16
17717   895.1334 1167.3655    8 16
17718   1814.293 44.460663    8 16
17719   1706.3384 1830.4376    14 16
17720   1663.5254 322.71503    14 16
17721   746.7651 1555.5603    8 16
17722   1076.9473 1954.992    8 16
17723   324.26996 1366.7725    8 16
17724   1176.8864 1126.3848    2 16
17725   186.68962 1751.1614    14 16
17726   174.26686 591.7431    6 16
17727   507.9366 17.800999    8 16
17728   1293.4232 1630.8684    8 16
17729   570.266 1652.9717    4 16
17730   121.552414 407.2623    8 16
17731   440.06323 1143.5417    10 16
17732   664.557 504.54962    14 16
17733   1592.6337 2139.706    14 16
17734   381.44574 1416.4429    8 16
17735   1118.2042 1916.9475    14 16
17736   601.92676 842.4347    6 16
17737   1651.3533 1167.8787    8 16
17738   413.82303 498.17343    14 16
17739   862.9253 2047.0557    8 16
17740   1581.0198 524.718    8 16
17741   1313.7031 1393.5671    6 16
17742   396.43878 1804.0881    14 16
17743   122.3969 1619.8428    6 16
17744   29.51157 387.30194    14 16
17745   1629.3843 2142.1753    8 16
17746   316.54102 980.1337    6 16
17747   1792.7261 1420.99    14 16
17748   946.2118 1545.9923    8 16
17749   1695.0676 1003.4375    8 16
17750   417.25595 939.0133    8 16
17751   614.5425 565.1776    12 16
17752   1695.6704 2219.037    8 16
17753   852.3909 1390.2341    10 16
17754   1061.1438 421.96942    2 16
17755   977.9585 1859.2793    6 16
17756   11.710445 255.5083    14 16
17757   1737.3403 1874.6355    14 16
17758   1357.3523 392.82397    18 16
17759   1252.3567 1348.0052    6 16
17760   82.43427 1819.7078    8 16
17761   976.3439 1973.9832    18 16
17762   1193.8843 1488.3901    6 16
17763   212.42038 1294.7462    6 16
17764   80.593994 773.9418    12 16
17765   1641.5913 2031.7992    14 16
17766   1328.3757 180.12338    14 16
17767   42.19388 143.961    8 16
17768   1067.4061 2137.9678    12 16
17769   500.14722 380.6963    14 16
17770   1695.7827 1304.2771    8 16
17771   1763.8842 1845.2332    14 16
17772   656.59937 1429.1516    18 16
17773   1116.3909 1235.1973    8 16
17774   580.563 1605.3486    18 16
17775   1002.07446 734.59467    14 16
17776   1563.5486 36.01503    8 16
17777   1648.4868 1912.278    14 16
17778   1736.4459 2107.6494    8 16
17779   1871.315 665.6791    18 16
17780   919.3715 687.401    14 16
17781   65.561356 2059.9048    14 16
17782   1150.3947 387.03796    2 16
17783   748.6842 471.89136    14 16
17784   674.31287 886.1088    14 16
17785   295.2441 1817.2478    8 16
17786   561.82764 568.8192    8 16
17787   1681.8656 1977.1506    8 16
17788   1054.8254 126.601135    14 16
17789   385.89355 641.81836    12 16
17790   1864.8448 1863.7822    6 16
17791   663.71436 801.4138    8 16
17792   1327.6725 1493.8997    14 16
17793   963.7084 60.57579    8 16
17794   1463.126 1326.3418    14 16
17795   1335.291 1457.4309    8 16
17796   1851.9487 1812.3889    8 16
17797   659.3815 1664.5205    4 16
17798   322.04288 1180.4346    2 16
17799   1835.8516 511.0022    14 16
17800   322.52875 1890.3286    8 16
17801   1109.78 331.31836    14 16
17802   1647.0806 1283.6859    14 16
17803   1592.4856 512.5514    14 16
17804   1643.8342 2261.4482    4 16
17805   1376.2561 855.71027    14 16
17806   437.76123 1856.6448    14 16
17807   1007.5785 2085.9265    18 16
17808   1651.4559 140.4885    8 16
17809   14.5024605 1020.6582    14 16
17810   229.94931 831.22546    14 16
17811   302.22015 1956.6682    10 16
17812   761.63135 1701.7194    12 16
17813   1777.8749 416.8661    14 16
17814   142.82089 1974.4624    14 16
17815   1519.3767 2310.7817    8 16
17816   388.5504 2103.3308    8 16
17817   136.2736 1753.583    8 16
17818   591.5066 623.54944    12 16
17819   1736.4459 2097.9927    8 16
17820   383.88782 1682.0591    6 16
17821   891.41364 -3.5026402    8 16
17822   1096.7532 2099.516    6 16
17823   186.10498 776.7499    8 16
17824   1344.037 1447.4067    2 16
17825   417.95392 1321.1714    2 16
17826   1652.1602 1257.8616    8 16
17827   1493.0256 2013.7163    8 16
17828   762.00226 2069.913    14 16
17829   1330.0542 2047.1465    20 16
17830   366.0926 1486.7046    14 16
17831   1296.0005 871.56824    14 16
17832   302.54517 2020.4812    14 16
17833   272.35028 508.245    14 16
17834   1208.3242 2231.309    14 16
17835   1044.8378 1592.1426    14 16
17836   718.25574 391.80127    12 16
17837   165.16005 81.29512    6 16
